org1,org2,total,2008,2009,2010,2011,2012,2013
BIOC,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,SCIF,0.0145588494,0.0000000000,0.0000000000,0.0000000000,0.0149253731,0.0000000000,0.0000000000
SPAI,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SCIF,PANM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPOL,ENGF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHPH,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,MVEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHPH,SOCS,0.0029766670,0.0005824112,0.0004004077,0.0004004077,0.0006916133,0.0006916133,0.0003640070
SCIF,QUEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GSEN,REST,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,GEOG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,MVEN,0.0755572080,0.0107900169,0.0102270595,0.0130418465,0.0132294990,0.0134171514,0.0165134172
EFIM,GEOG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,GEOG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,MATH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,EDUC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,PANM,0.0104366297,0.0000000000,0.0024630542,0.0000000000,0.0000000000,0.0049261084,0.0024630542
CABI,ORDS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,SOCS,0.0036622853,0.0004325260,0.0007760024,0.0004070832,0.0007378384,0.0006869530,0.0007251170
ENGF,MVEN,0.0379167665,0.0091324201,0.0114155251,0.0030441400,0.0091324201,0.0045662100,0.0045662100
BIOC,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,SOCS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,SOCS,0.0008997024,0.0003869969,0.0000644995,0.0001289990,0.0003224974,0.0001289990,0.0000000000
SPAI,EFIM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
QUEN,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHPH,MVSF,0.0118397971,0.0000000000,0.0042432815,0.0014144272,0.0042432815,0.0028288543,0.0000000000
ORDS,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MEED,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GELY,EFIM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,QUEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHPH,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,ORDS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,SOCS,0.0002452862,0.0001007252,0.0000503626,0.0000251813,0.0000000000,0.0001007252,0.0000000000
EDUC,MEED,0.0035621965,0.0000000000,0.0004837929,0.0004837929,0.0009675859,0.0000000000,0.0014513788
LANG,VESC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,QUEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,MEED,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHYS,PHPH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,VESC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,SPOL,0.0026640037,0.0000000000,0.0006071645,0.0000000000,0.0000000000,0.0006071645,0.0012143291
SPOL,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SOCS,PHYS,0.0001402390,0.0000334225,0.0000000000,0.0000000000,0.0000334225,0.0000000000,0.0000668449
GEOG,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,QUEN,0.0000537642,0.0000744131,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PSYC,ORDS,0.0015561401,0.0007465472,0.0000000000,0.0007465472,0.0003732736,0.0000000000,0.0000000000
MVSF,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHYS,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GELY,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SCIF,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,VESC,0.0002186396,0.0000000000,0.0000000000,0.0000000000,0.0000843953,0.0000281318,0.0000843953
MODL,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,MEED,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GSEN,MEED,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SCIF,MEED,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,PANM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GELY,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
QUEN,PHPH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,MATH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ENGF,ORDS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,EFIM,0.0001995931,0.0000000000,0.0000000000,0.0002283105,0.0000000000,0.0000000000,0.0000000000
PHPH,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,PHYS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,REST,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,MATH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SART,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SART,HUMS,0.0195102803,0.0021008403,0.0021008403,0.0063025210,0.0084033613,0.0000000000,0.0021008403
GELY,MEED,0.0007431643,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0003165559,0.0003165559
SSCM,SPOL,0.0051700720,0.0009075954,0.0006806966,0.0006806966,0.0014181179,0.0008508707,0.0008508707
CHEM,MEED,0.0006452767,0.0000000000,0.0000000000,0.0001913509,0.0000000000,0.0000000000,0.0003827019
SART,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
QUEN,GELY,0.0005487045,0.0001327492,0.0001991239,0.0000000000,0.0001327492,0.0000000000,0.0001327492
NSQI,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,EFIM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,GEOG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GSEN,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EDUC,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,GEOG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EDUC,BISC,0.0019175990,0.0000000000,0.0000000000,0.0005169294,0.0002584647,0.0005169294,0.0005169294
SPAI,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,SART,0.0006343376,0.0008779631,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MEED,PANM,0.0020534510,0.0008841733,0.0000000000,0.0000000000,0.0008841733,0.0000000000,0.0004420866
EFIM,PANM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,VESC,0.0031247289,0.0004454839,0.0008909678,0.0001113710,0.0007795968,0.0010023388,0.0001113710
INOV,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EDUC,BIOC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,SSCM,0.0010786872,0.0001193175,0.0000000000,0.0004176113,0.0000596588,0.0001789763,0.0002982938
SPAI,SSCM,0.0004428390,0.0000000000,0.0000000000,0.0001441753,0.0000000000,0.0002883506,0.0000000000
LANG,MATH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHYS,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MEED,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,BIOC,0.0007067563,0.0003702332,0.0005553499,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,MATH,0.0008916396,0.0002208643,0.0000000000,0.0002208643,0.0002208643,0.0002944858,0.0000000000
MEED,EDUC,0.0035621965,0.0000000000,0.0004837929,0.0004837929,0.0009675859,0.0000000000,0.0014513788
MEED,SSCM,0.0014220399,0.0001774465,0.0000887233,0.0001774465,0.0003548931,0.0003548931,0.0002661698
ENGF,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHYS,SART,0.0007727385,0.0010695187,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,ORDS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
QUEN,SOCS,0.0000389688,0.0000197660,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000197660
EFIM,BISC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHPH,REST,0.0001845721,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001477760
SOCS,GEOG,0.0000553312,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000503626,0.0000000000
LANG,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GELY,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PSYC,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPOL,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,BISC,0.0005567692,0.0000000000,0.0000000000,0.0001022286,0.0001022286,0.0001022286,0.0002044572
MSAD,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,BISC,0.0006795313,0.0001851166,0.0000000000,0.0001851166,0.0001851166,0.0001851166,0.0000000000
EDUC,PHYS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPAI,CHEM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MSAD,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
QUEN,MATH,0.0004940707,0.0001143903,0.0000000000,0.0000000000,0.0000000000,0.0001143903,0.0002287806
GELY,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,BIOC,0.0021715754,0.0004033885,0.0002016942,0.0001008471,0.0002016942,0.0005042356,0.0007059298
GELY,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHPH,MEED,0.0002008019,0.0000000000,0.0002538715,0.0000000000,0.0000000000,0.0000000000,0.0000000000
QUEN,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PSYC,MVEN,0.0003094166,0.0000000000,0.0000000000,0.0001457301,0.0000000000,0.0000000000,0.0001457301
BIOC,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHYS,MEED,0.0002273760,0.0000000000,0.0000000000,0.0000000000,0.0002331002,0.0000000000,0.0000000000
PSYC,GEOG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PSYC,PHYS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,SOCS,0.0003073555,0.0000298900,0.0000298900,0.0000298900,0.0000597800,0.0000597800,0.0000896700
MVEN,PHYS,0.0037144507,0.0008094645,0.0009339975,0.0004981320,0.0004358655,0.0006849315,0.0006226650
PSYC,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GSEN,MATH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,REST,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,PHPH,0.0030992474,0.0001337972,0.0004013915,0.0002675943,0.0012041745,0.0004013915,0.0006689858
SPAI,SPOL,0.0018309935,0.0000000000,0.0013661202,0.0000000000,0.0000000000,0.0006830601,0.0000000000
PHPH,QUEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,SOCS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,PHYS,0.0028536539,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0025974026,0.0000000000
LANG,BISC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MEED,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
QUEN,EDUC,0.0001266991,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001014405
MVEN,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,BIOC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,BISC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EDUC,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,QUEN,0.0011582370,0.0000000000,0.0001472971,0.0000000000,0.0004418913,0.0002209456,0.0002945942
SCIF,BIOC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHYS,BIOC,0.0002085938,0.0001228501,0.0000000000,0.0000000000,0.0001228501,0.0000000000,0.0000000000
CHEM,PHYS,0.0030145511,0.0006105834,0.0005427408,0.0002713704,0.0004748982,0.0005427408,0.0006784261
QUEN,EFIM,0.0003937838,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0003584229,0.0000000000
PHPH,SSCM,0.0005578609,0.0000685190,0.0000000000,0.0001370379,0.0000685190,0.0001370379,0.0001370379
GSEN,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,REST,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,GEOG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,BIOC,0.0002604686,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002370792,0.0000000000
SART,CHEM,0.0043763375,0.0000000000,0.0000000000,0.0000000000,0.0013169447,0.0013169447,0.0013169447
GELY,SSCM,0.0001941548,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001281558,0.0000427186
GEOG,PANM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,EDUC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MSAD,PANM,0.0183962195,0.0000000000,0.0057471264,0.0086206897,0.0000000000,0.0057471264,0.0000000000
GELY,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MSAD,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,MEED,0.0014220399,0.0001774465,0.0000887233,0.0001774465,0.0003548931,0.0003548931,0.0002661698
CABI,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ENGF,SSCM,0.0009025975,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0003844675,0.0003844675
PANM,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MSAD,PHYS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,GEOG,0.0001112791,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000474001,0.0000474001
MEED,PHPH,0.0002008019,0.0000000000,0.0002538715,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,PHYS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MSAD,MATH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,ENGF,0.0020713089,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0016583748
MATH,BIOC,0.0005963484,0.0000000000,0.0000000000,0.0000000000,0.0002875216,0.0002875216,0.0000000000
PHYS,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,MEED,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,MVEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,SPAI,0.0004428390,0.0000000000,0.0000000000,0.0001441753,0.0000000000,0.0002883506,0.0000000000
PSYC,PANM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,MSAD,0.0183962195,0.0000000000,0.0057471264,0.0086206897,0.0000000000,0.0057471264,0.0000000000
PANM,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,BIOC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,CABI,0.0043217967,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0034602076
PHYS,REST,0.0012858087,0.0005427408,0.0001356852,0.0004070556,0.0001356852,0.0002713704,0.0000000000
BISC,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GSEN,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHPH,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,SPAI,0.0005436677,0.0000000000,0.0000000000,0.0006218905,0.0000000000,0.0000000000,0.0000000000
MEED,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,GEOG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHYS,BISC,0.0006000750,0.0001245330,0.0000000000,0.0002490660,0.0000000000,0.0001245330,0.0001245330
REST,SPOL,0.0015927248,0.0002446782,0.0002446782,0.0000000000,0.0000000000,0.0000000000,0.0009787130
GSEN,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PSYC,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SART,SOCS,0.0002109522,0.0000000000,0.0000000000,0.0000000000,0.0002162630,0.0000000000,0.0000000000
VESC,SART,0.0004664959,0.0000000000,0.0000000000,0.0000000000,0.0004782401,0.0000000000,0.0000000000
SPOL,PHYS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,PANM,0.0011799423,0.0005606953,0.0002803476,0.0002803476,0.0000000000,0.0002803476,0.0000000000
MODL,BIOC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,EDUC,0.0012399433,0.0006289308,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0006289308
PSYC,EDUC,0.0010934879,0.0000000000,0.0000000000,0.0008028904,0.0004014452,0.0000000000,0.0000000000
